10444,CALLE ROSALIA DE CASTRO,CT 2366,373717.738792,3147989.33564,,Vidrio
10465,CALLE EL MURION,CT 2393,371699.157793,3147037.70067,,Vidrio
10476,CALLE EL CANARIO,CT 1279,372381.756387,3147062.36364,,Vidrio
10477,CALLE EL PAPITO,CT 2710,370987.032689,3146729.67399,,Vidrio
10481,CALLE TRANSVERSAL ANATOLIO DE FUENTES,CT 2789,375355.69417,3147270.99432,,Vidrio
10519,CALLE ABORA,CT 2505,372295.212768,3144134.33882,,Vidrio
10519,CALLE ABORA,CT 2388,372190.967998,3143921.73928,,Vidrio
30293,CALLE FERNANDO PRIMO DE RIVERA,CT 2545,376519.683178,3149719.71608,,Vidrio
30304,AVENIDA ISLAS CANARIAS,CT 0840,375774.539673,3149424.05588,,Vidrio
30304,AVENIDA ISLAS CANARIAS,CT 1053,376379.195603,3149681.23146,,Vidrio
30304,AVENIDA ISLAS CANARIAS,CT 0647,375975.245104,3149500.36504,,Vidrio
30312,CALLE ISLA DE LA GOMERA,CT 2086,376318.292745,3149752.22252,,Vidrio
30351,CALLE SALAMANCA,CT 0981,376318.666382,3149814.61993,,Vidrio
30351,CALLE SALAMANCA,CT 1050,376293.024849,3149672.71284,,Vidrio
30366,CALLE SANTIAGO CUADRADO,CT 3281,376426.809433,3149900.04584,,Vidrio
30366,CALLE SANTIAGO CUADRADO,CT 2527,376414.753407,3149806.61164,,Vidrio
32342,CALLE RAMON TRUJILLO TORRES,CT 0780,375515.798847,3149574.29891,,Vidrio
32415,CALLE FELIPE PEDRELL,CT 0375,375607.523859,3149372.49395,,Vidrio
32485,CALLE DOCTOR SALVADOR PEREZ LUZ,CT 2348,375626.952992,3149569.40074,,Vidrio
45586,CALLE TAJARASTE,CT 2605,374192.532264,3148680.03533,,Vidrio
45594,CALLE ALEJANDRO MAGNO,CT 2755,374209.719574,3148534.69047,,Vidrio
45605,CALLE AMADIS,CT 1240,374211.702584,3148832.95322,,Vidrio
45683,CALLE TENO,CT 2769,374535.508244,3148438.96975,,Vidrio
45691,CALLE TAMADAYA,CT 2750,374673.006721,3148495.38896,,Vidrio
45691,CALLE TAMADAYA,CT 1287,374708.128615,3148556.29182,,Vidrio
59203,CALLE ACHINECH,CT 0653,371564.886022,3146082.88939,,Vidrio
10479,PLAZA POETA LUIS FERIA,CT 2574,377047.206,3148993.39511,,Vidrio
40403,CARRETERA TAGANANA,CT 2808,381009.144901,3159770.76765,,Vidrio
53172,CARRETERA SAN ANDRES-TAGANANA,CT 3291,383213.255957,3153730.41852,,Vidrio
53172,CARRETERA SAN ANDRES-TAGANANA,CT 1882,383261.828788,3153642.24015,,Vidrio
53172,CARRETERA SAN ANDRES-TAGANANA,CT 0337,383250.246036,3153581.33729,,Vidrio
10541,CALLE CATAIXA,CT 2765,372026.194007,3144195.98896,,Vidrio
10555,CALLE ELIAS RAMOS GONZALEZ,CT 3270,378195.991489,3150889.91481,,Vidrio
10555,CALLE ELIAS RAMOS GONZALEZ,CT 3187,378253.157976,3150832.37469,,Vidrio
10558,CALLE JUSTO NICOMEDES GONZALEZ DIAZ,CT 2355,370733.847814,3144769.03163,,Vidrio
10559,RAMBLA AÑAZA,CT 2397,372515.418671,3144728.3027,,Vidrio
10559,RAMBLA AÑAZA,CT 2711,372569.969698,3144718.2145,,Vidrio
10559,RAMBLA AÑAZA,CT 2814,372628.630733,3144762.30368,,Vidrio
10559,RAMBLA AÑAZA,CT 2312,372830.888006,3145194.50489,,Vidrio
10559,RAMBLA AÑAZA,CT 2391,372822.667988,3145082.04011,,Vidrio
10562,CALLE VOLCAN JEDEY,CT 3189,372039.099353,3147183.05845,,Vidrio
10568,CALLE PROLONGACION ELADIO ROCA SALAZAR,CT 3420,375205.518089,3149901.99116,,Vidrio
10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,CT 2093,372390.623858,3144943.14407,,Vidrio
10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,CT 2596,372407.43753,3144716.71995,,Vidrio
10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,CT 2084,372455.636725,3144559.4187,,Vidrio
10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,CT 1878,373057.939838,3144958.46319,,Vidrio
10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,CT 0574,372601.848422,3145219.91222,,Vidrio
10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,CT 2384,373029.281867,3144817.21589,,Vidrio
10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,CT 3271,372447.578616,3144637.67078,,Vidrio
10573,AVENIDA PICO TEIDE,CT 2396,371831.42535,3147396.39235,,Vidrio
10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,CT 0353,376706.766046,3148204.1382,,Vidrio
10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,CT 0770,376710.12878,3148202.64365,,Vidrio
10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,CT 2317,376746.383751,3148179.64234,,Vidrio
10581,CALLE ADONAI,CT 3250,371579.323956,3143884.7492,,Vidrio
10583,CALLE VOLCAN DE LA ABEJERA,CT 1258,371703.641439,3147205.46376,,Vidrio
10589,CALLE BENTAGAY,CT 3329,372656.399449,3145144.81115,,Vidrio
10594,AVENIDA ANGEL GUIMERA,CT 0984,377106.394842,3149610.49283,,Vidrio
10756,CALLE GENERAL GUTIERREZ,CT 2028,377819.668194,3149472.24708,,Vidrio
10756,CALLE GENERAL GUTIERREZ,CT 1029,377800.612699,3149411.34422,,Vidrio
10787,CALLE IMELDO SERIS,CT 3166,377752.039867,3149422.1797,,Vidrio
10787,CALLE IMELDO SERIS,CT 3289,377474.977668,3149540.86075,,Vidrio
10822,CALLE MIRAFLORES,CT 2060,377463.218337,3149395.27782,,Vidrio
10822,CALLE MIRAFLORES,CT 2040,377218.163073,3149469.07839,,Vidrio
10965,CALLE VALENTIN SANZ,STR 6,377518.890275,3149608.251,,Vidrio
10965,CALLE VALENTIN SANZ,CT 0978,377501.048428,3149527.4642,,Vidrio
10973,CALLE ALFARO,CT 3415,377149.040197,3149490.00207,,Vidrio
10981,CALLE CARMEN MONTEVERDE,CT 0945,377078.796409,3149559.87223,,Vidrio
11044,CALLE RAMON Y CAJAL,CT 1049,376517.219747,3149519.89305,,Vidrio
11044,CALLE RAMON Y CAJAL,CT 1037,376692.455579,3149511.67303,,Vidrio
11044,CALLE RAMON Y CAJAL,CT 3323,376899.824206,3149478.41932,,Vidrio
11044,CALLE RAMON Y CAJAL,CT 3567,376942.045206,3149474.68295,,Vidrio
11102,CALLE JESUS NAZARENO,CT 2584,377187.847745,3149678.86843,,Vidrio
11125,CALLE PI Y MARGALL,STR 1,377272.453572,3149690.94097,,Vidrio
11125,CALLE PI Y MARGALL,STR 2,377152.631911,3149804.59817,,Vidrio
11133,CALLE EL PILAR,STR 7,377496.845682,3149763.68407,,Vidrio
11141,CALLE ROBAYNA,CT 1031,377114.988497,3149745.74948,,Vidrio
11141,CALLE ROBAYNA,CT 2806,376916.264242,3149930.52029,,Vidrio
11164,CALLE SAN CLEMENTE,STR 3,377380.771767,3149823.72359,,Vidrio
11164,CALLE SAN CLEMENTE,CT 3174,377471.064717,3149878.76431,,Vidrio
11187,CALLE VIERA Y CLAVIJO,CT 3310,376986.829615,3150044.03467,,Vidrio
11311,CALLE EMILIO CALZADILLA,CT 3168,377810.302571,3149755.28251,,Vidrio
11311,CALLE EMILIO CALZADILLA,CT 3265,377720.532645,3149786.49008,,Vidrio
11311,CALLE EMILIO CALZADILLA,CT 3163,377593.005411,3149815.77125,,Vidrio
11357,CALLE VILLALBA HERVAS,CT 3318,377814.834194,3149662.40511,,Vidrio
20027,CALLE ALVARO RODRIGUEZ LOPEZ,CT 2403,376881.916836,3148589.4166,,Vidrio
20027,CALLE ALVARO RODRIGUEZ LOPEZ,CT 2078,377263.026746,3148681.33134,,Vidrio
20065,CALLE FOMENTO,CT 0026,377291.049534,3148607.72482,,Vidrio
20074,CALLE ADAN MARTIN MENIS,CT 2803,377154.768946,3148476.90231,,Vidrio
20171,CALLE FERNANDO AROZENA QUINTERO,CT 3337,375778.131826,3148186.4855,,Vidrio
20186,CALLE ISLAS FILIPINAS,CT 3179,375822.656922,3148283.07071,,Vidrio
20205,CALLE PANAMA,CT 2080,376089.433859,3148379.4691,,Vidrio
20205,CALLE PANAMA,CT 0050,375983.084267,3148259.36966,,Vidrio
20236,AVENIDA BENITO PEREZ ARMAS,CT 0915,375875.920425,3149162.04989,,Vidrio
20236,AVENIDA BENITO PEREZ ARMAS,CT 3151,375797.830257,3149210.24908,,Vidrio
20236,AVENIDA BENITO PEREZ ARMAS,CT 2073,375810.907558,3149238.27187,,Vidrio
20236,AVENIDA BENITO PEREZ ARMAS,CT 2200,376111.685478,3148881.44838,,Vidrio
20236,AVENIDA BENITO PEREZ ARMAS,CT 3297,376256.918673,3148661.17799,,Vidrio
20236,AVENIDA BENITO PEREZ ARMAS,CT 2030,376338.670214,3148607.51945,,Vidrio
20236,AVENIDA BENITO PEREZ ARMAS,CT 2077,376111.392674,3148835.06158,,Vidrio
20267,CALLE FRAGATA DANMARK,CT 3159,376368.425365,3148699.79176,,Vidrio
20267,CALLE FRAGATA DANMARK,CT 0768,376330.688011,3148666.53805,,Vidrio
20302,CALLE TOME CANO,CT 0011,376411.767276,3148773.77192,,Vidrio
20302,CALLE TOME CANO,CT 3314,376440.163701,3148655.70257,,Vidrio
20325,CALLE ALMIRANTE DIAZ PIMIENTA,CT 0030,376527.221161,3148842.89479,,Vidrio
20341,AVENIDA DEL CARMEN,CT 2042,376588.124019,3148638.8889,,Vidrio
20364,CALLE JUAN SEBASTIAN ELCANO,CT 2034,376448.010081,3148749.11186,,Vidrio
20445,CALLE CALDERON DE LA BARCA,CT 0100,376678.170576,3148804.7838,,Vidrio
20445,CALLE CALDERON DE LA BARCA,CT 3574,376804.086301,3148835.79568,,Vidrio
20484,CALLE EDUARDO ZAMACOIS,CT 1880,376473.417409,3149021.11972,,Vidrio
20484,CALLE EDUARDO ZAMACOIS,CT 2207,376578.143323,3148985.26847,,Vidrio
20492,CALLE GONGORA,CT 3149,376757.381655,3148928.4577,,Vidrio
20492,CALLE GONGORA,CT 3147,376713.29247,3149086.13259,,Vidrio
20526,CALLE GARCILASO DE LA VEGA,CT 0785,376835.471823,3148933.31499,,Vidrio
20526,CALLE GARCILASO DE LA VEGA,CT 0512,376795.866284,3149096.59443,,Vidrio
20677,CALLE CASTELLON DE LA PLANA,CT 3182,377039.851354,3148885.11579,,Vidrio
20685,CALLE CERVANTES,CT 2076,377112.336964,3148963.95323,,Vidrio
20693,CALLE LOS MOLINOS,CT 0023,377132.139734,3149099.58352,,Vidrio
20693,CALLE LOS MOLINOS,CT 2511,377150.176297,3149180.85225,,Vidrio
20751,CALLE JOSE MARIA DE VILLA,CT 0528,377273.620744,3149089.27551,,Vidrio
20766,CALLE LEONCIO RODRIGUEZ,CT 1173,377488.481,3148969.875,,Vidrio
20766,CALLE LEONCIO RODRIGUEZ,CT 3169,377405.888302,3148970.45889,,Vidrio
20871,CALLE JUAN ALVAREZ GARCIA,CT 1281,377481.363009,3149045.18632,,Vidrio
20967,CALLE GILBERTO CAYOL LOPEZ,CT 1870,376337.787117,3149064.08799,,Vidrio
20975,CALLE HELIODORO RODRIGUEZ LOPEZ,CT 2550,376495.835639,3149244.55475,,Vidrio
20975,CALLE HELIODORO RODRIGUEZ LOPEZ,CT 2036,376433.438232,3149083.51713,,Vidrio
20991,CALLE TIRSO DE MOLINA,CT 1293,376487.241984,3148905.2922,,Vidrio
21046,CALLE GUMERSINDO ROBAYNA GALVAN,CT 0020,376754.018921,3149194.861,,Vidrio
21054,CALLE HELIODORO RODRIGUEZ GONZALEZ,CT 2528,376476.032869,3149179.16824,,Vidrio
21077,CALLE ANTONIO DE NEBRIJA,CT 1290,376877.319186,3149122.74903,,Vidrio
21127,CALLE QUEVEDO,CT 1879,376945.786932,3148992.85462,,Vidrio
21135,CALLE AGUERE,CT 0093,377331.698054,3149308.22036,,Vidrio
21135,CALLE AGUERE,CT 0782,377220.727816,3149349.69408,,Vidrio
21143,CALLE PADRE ANCHIETA,CT 2339,377266.148001,3149216.31215,,Vidrio
21182,CALLE ATARJEA TAHODIO,CT 2354,375942.14355,3150368.52355,,Vidrio
21433,"CALLE LA RIBERA, (BARRIO NUEVO)",CT 2051,375764.292259,3150135.37396,,Vidrio
21592,CALLE GUANCHE ZEBENZUI,CT 2734,375630.456655,3149728.18893,,Vidrio
21642,CALLE PRINCESA DACIL,CT 2340,375654.369434,3149902.30385,,Vidrio
21665,CALLE PRINCESA GUAYARMINA,CT 2340,375649.848424,3149902.71486,,Vidrio
21754,CALLE PRINCIPE RUYMAN,CT 2572,375587.862018,3149946.0194,,Vidrio
21827,CALLE MENCEY BENCOMO,CT 2580,375531.75417,3150203.0195,,Vidrio
21963,CALLE GUIA DE ISORA,CT 2536,375341.124594,3150197.611,,Vidrio
21971,CALLE ICOD,CT 2096,375419.962036,3150080.28893,,Vidrio
21971,CALLE ICOD,CT 3266,375311.557439,3149995.34875,,Vidrio
21971,CALLE ICOD,CT 1229,375284.739434,3149987.99176,,Vidrio
22034,CALLE LA OROTAVA,CT 2332,375233.339414,3150240.70748,,Vidrio
22034,CALLE LA OROTAVA,CT 2202,375158.238344,3150071.44984,,Vidrio
22034,CALLE LA OROTAVA,CT 0374,375057.356309,3149966.4578,,Vidrio
22042,CALLE PUERTO DE LA CRUZ,CT 2509,375018.87168,3150071.82348,,Vidrio
22123,CALLE LOS REALEJOS,CT 2327,375120.50099,3150173.45279,,Vidrio
22185,CALLE VIA CORNISA,CT 2603,374974.319541,3150109.92201,,Vidrio
22185,CALLE VIA CORNISA,CT 1280,375169.073822,3150323.2813,,Vidrio
22204,CALLE GRANADILLA,CT 2346,374829.437637,3149942.54502,,Vidrio
22204,CALLE GRANADILLA,CT 3191,374915.747822,3149981.02965,,Vidrio
22204,CALLE GRANADILLA,CT 2740,374711.256201,3149886.33754,,Vidrio
22212,CALLE LORENZO TOLOSA,CT 3178,374830.184911,3149851.37755,,Vidrio
22316,CALLE ARONA,CT 2097,374817.481247,3150122.63814,,Vidrio
22316,CALLE ARONA,CT 2746,374800.667575,3150085.64806,,Vidrio
22405,CALLE ADEJE,CT 2071,374877.026557,3150252.67633,,Vidrio
22436,CALLE MAGISTRADO FERNANDEZ DIAZ,CT 2095,374864.55953,3150181.29917,,Vidrio
22556,CALLE GUIMAR,CT 2606,375043.905371,3150399.50328,,Vidrio
22556,CALLE GUIMAR,CT 2338,375063.072957,3150331.58849,,Vidrio
22661,CALLE RIO GUADALQUIVIR,CT 2532,374978.892504,3150193.25556,,Vidrio
22726,CALLE JOSE FONSPERTIUS,CT 1883,375238.196697,3150343.4577,,Vidrio
22726,CALLE JOSE FONSPERTIUS,CT 0526,375419.588399,3150400.49599,,Vidrio
30014,CALLE ALVAREZ DE LUGO,CT 2098,376834.437702,3149656.27061,,Vidrio
30014,CALLE ALVAREZ DE LUGO,CT 1296,376845.646817,3149728.75622,,Vidrio
30022,CALLE BENAVIDES,CT 2777,376736.544764,3149807.22003,,Vidrio
30037,CALLE COSTA Y GRIJALBA,CT 3417,376807.909463,3149923.04755,,Vidrio
30037,CALLE COSTA Y GRIJALBA,CT 2569,377019.578301,3149956.9617,,Vidrio
30053,CALLE GENERAL ANTEQUERA,CT 0965,377074.6864,3149867.37561,,Vidrio
30061,CALLE JESUS Y MARIA,CT 2041,376957.737967,3149874.10108,,Vidrio
30084,CALLE PEREZ DE ROZAS,CT 3157,376778.765764,3149812.82459,,Vidrio
30092,AVENIDA VEINTICINCO DE JULIO,CT 0718,377134.357445,3150527.88704,,Vidrio
30092,AVENIDA VEINTICINCO DE JULIO,CT 2544,377116.610082,3150446.40936,,Vidrio
30092,AVENIDA VEINTICINCO DE JULIO,CT 2038,377039.564507,3149773.96632,,Vidrio
30092,AVENIDA VEINTICINCO DE JULIO,CT 1143,377043.080298,3149881.83236,,Vidrio
30111,CALLE ANSELMO J BENITEZ,CT 2535,376679.751915,3149744.44899,,Vidrio
30157,RAMBLA PULIDO,CT 3328,376705.159242,3149643.94059,,Vidrio
30173,CALLE CAIRASCO,CT 2513,377004.068976,3149553.52039,,Vidrio
30207,CALLE IRIARTE,CT 3333,376947.145914,3149603.2759,,Vidrio
30223,CALLE PORLIER,CT 3161,376595.309915,3149609.19233,,Vidrio
30223,CALLE PORLIER,CT 1007,376642.014561,3149603.21414,,Vidrio
30223,CALLE PORLIER,CT 3272,376524.109954,3149617.91648,,Vidrio
30552,CALLE EMILIO SERRA FERNANDEZ DE MORATIN,CT 1034,376596.278797,3150078.03413,,Vidrio
30575,CALLE ENRIQUE WOLFSON,CT 2359,376914.530481,3150231.31255,,Vidrio
30575,CALLE ENRIQUE WOLFSON,CT 2385,376762.734155,3150115.9583,,Vidrio
30656,CALLE DOCTOR WOLFFEL,CT 0939,377066.35548,3150530.12886,,Vidrio
30706,CALLE SANTA TERESA JORNET E IBARS,CT 0776,376684.609198,3149386.87822,,Vidrio
30745,CALLE CAMPOAMOR,CT 2406,376096.082063,3150285.5761,,Vidrio
30745,CALLE CAMPOAMOR,CT 2390,376100.192072,3150250.82784,,Vidrio
30745,CALLE CAMPOAMOR,CT 0769,376117.753019,3150188.80408,,Vidrio
30751,CALLE POETA HERNANDEZ AMADOR,CT 3298,376199.026641,3150034.78549,,Vidrio
30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",CT 2548,375960.451771,3150102.49389,,Vidrio
30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",CT 2400,375992.21093,3150188.0568,,Vidrio
30753,"CALLE JUAN PEREZ DELGADO ""NIJOTA""",CT 2363,375994.079116,3150276.98245,,Vidrio
30792,CALLE POETA TOMAS MORALES,CT 2590,376057.494002,3150055.98954,,Vidrio
30834,CALLE DEL OLVIDO,CT 0642,376177.80517,3149905.41376,,Vidrio
30834,CALLE DEL OLVIDO,CT 3315,376148.698835,3149858.12375,,Vidrio
30865,CALLE POETA VIANA,CT 2549,376088.13225,3149971.1739,,Vidrio
30915,CALLE OBISPO PEREZ CACERES,CT 2575,376180.794267,3149718.96881,,Vidrio
30946,CALLE DIEGO CROSA,CT 2088,375989.118401,3149684.59419,,Vidrio
30946,CALLE DIEGO CROSA,CT 0948,376048.153073,3149700.66059,,Vidrio
30993,AVENIDA DE BELGICA,CT 2047,375950.642444,3149394.10462,,Vidrio
31017,CALLE MURILLO,CT 0987,375982.655575,3149477.11236,,Vidrio
31025,CALLE PINTOR RIBERA,CT 0783,376124.959821,3149545.10293,,Vidrio
31041,CALLE ZURBARAN,CT 2823,376034.217504,3149499.15695,,Vidrio
31041,CALLE ZURBARAN,CT 3262,376031.419,3149376.044,,Vidrio
31056,CALLE BLAS CABRERA,CT 0774,375862.09585,3149316.73567,,Vidrio
31064,CALLE COMODORO ROLIN,CT 0897,376029.111664,3149355.96758,,Vidrio
31087,CALLE DOCTOR JIMENEZ DIAZ,CT 2033,375783.258408,3149272.27285,,Vidrio
31106,AVENIDA DE MADRID,CT 2204,376230.870319,3149254.73796,,Vidrio
31137,CALLE AZORIN,CT 2519,376147.326186,3148727.21882,,Vidrio
31192,CALLE ORTEGA Y GASSET,CT 0790,376092.77516,3148585.23669,,Vidrio
31211,CALLE ALCALDE GARCIA RAMOS,CT 2371,375650.388754,3148842.6727,,Vidrio
31211,CALLE ALCALDE GARCIA RAMOS,CT 0037,375738.940762,3148702.55876,,Vidrio
31211,CALLE ALCALDE GARCIA RAMOS,CT 2094,375814.41547,3148579.2585,,Vidrio
31242,CALLE VALLE INCLAN,CT 2053,375913.429319,3148610.64402,,Vidrio
31296,CALLE MANUEL DE FALLA,CT 0043,375530.293591,3149279.98223,,Vidrio
31315,CALLE SIMON BOLIVAR,CT 3247,375387.950285,3149045.84873,,Vidrio
31315,CALLE SIMON BOLIVAR,CT 2205,375548.614267,3149181.10538,,Vidrio
31315,CALLE SIMON BOLIVAR,CT 2594,375664.068151,3149277.13014,,Vidrio
31315,CALLE SIMON BOLIVAR,CT 3571,375187.033894,3148851.76053,,Vidrio
31315,CALLE SIMON BOLIVAR,CT 3306,375213.274909,3148908.71143,,Vidrio
31346,CALLE CAMINO DEL HIERRO,CT 2372,375108.049352,3148972.75175,,Vidrio
31346,CALLE CAMINO DEL HIERRO,CT 2201,374748.107792,3148601.12828,,Vidrio
31354,CALLE SUBIDA CUESTA PIEDRA,CT 2761,374944.133982,3149427.4595,,Vidrio
31354,CALLE SUBIDA CUESTA PIEDRA,CT 1247,375170.931742,3149311.63198,,Vidrio
31354,CALLE SUBIDA CUESTA PIEDRA,CT 2598,375322.628432,3149278.75191,,Vidrio
31435,CALLE LUIS EXTREMERA,CT 0052,374819.601459,3149176.75765,,Vidrio
31532,CALLE ANSELMO,CT 2046,374307.727336,3149088.89468,,Vidrio
31621,CALLE BERNA,CT 2579,374156.030646,3149119.90656,,Vidrio
31702,CALLE JOSE VICTOR DOMINGUEZ,CT 1047,374252.055398,3148980.5399,,Vidrio
31756,CALLE RUTH,CT 2601,374170.602496,3149001.08994,,Vidrio
31764,CALLE SAN JUAN DE DIOS,CT 2531,374401.806778,3149039.68078,,Vidrio
31876,CALLE ANTONIO VANDEWALLE Y PINTO,CT 0066,374705.642123,3149218.23137,,Vidrio
31884,CALLE ANTONIO VIVANCO SANTILLAN,CT 1289,374664.725407,3149354.85555,,Vidrio
31911,CALLE FRANCISCO PIZARRO,CT 0324,374918.353017,3149382.62304,,Vidrio
32021,CALLE ARICO,CT 2748,374700.148912,3149539.55065,,Vidrio
32091,CALLE EMILIO SERRA RUS,CT 2559,374795.052752,3149608.29989,,Vidrio
32133,CALLE JOSE LUIS DE MIRANDA,CT 3288,374798.04185,3149735.33652,,Vidrio
32187,CALLE BUENAVENTURA BONNET,CT 2552,375415.664087,3149484.99962,,Vidrio
32237,CALLE ELADIO ROCA Y SALAZAR,CT 2767,375147.018964,3149790.26119,,Vidrio
32237,CALLE ELADIO ROCA Y SALAZAR,CT 3177,375081.258822,3149481.26325,,Vidrio
32245,CALLE FRANCISCO DE AGUILAR Y AGUILAR,CT 0894,375215.394565,3149454.73501,,Vidrio
32245,CALLE FRANCISCO DE AGUILAR Y AGUILAR,CT 2592,375233.399716,3149535.92468,,Vidrio
32261,CALLE JUAN FERIA CONCEPCION,CT 0077,375336.453007,3149544.40793,,Vidrio
32493,CALLE FERMIN MORIN,CT 2365,375823.486141,3149524.56428,,Vidrio
32582,CALLE GOYA,CT 1881,376426.282558,3149471.07388,,Vidrio
32582,CALLE GOYA,CT 3272,376422.309549,3149461.64577,,Vidrio
32597,CALLE EL GRECO,CT 2082,376187.902045,3149344.78452,,Vidrio
32601,CALLE LUIS DE LA CRUZ,CT 3548,376289.531355,3149465.09569,,Vidrio
32624,CALLE VELAZQUEZ,CT 3278,376336.609638,3149363.84001,,Vidrio
32686,CALLE GANIVET,CT 0038,375767.337187,3148843.04634,,Vidrio
32721,CALLE ALCALDE MANDILLO TEJERA,CT 2367,375358.806586,3149015.58412,,Vidrio
32721,CALLE ALCALDE MANDILLO TEJERA,CT 2022,375537.778789,3148902.37206,,Vidrio
32721,CALLE ALCALDE MANDILLO TEJERA,CT 2567,375466.787727,3148941.60396,,Vidrio
32721,CALLE ALCALDE MANDILLO TEJERA,CT 2336,375331.319345,3149124.17553,,Vidrio
32744,CALLE RAMON PEREZ DE AYALA,CT 0042,375742.158319,3149091.43246,,Vidrio
32791,CALLE MASCA,CT 2517,375218.985574,3149092.36576,,Vidrio
32825,CALLE JOSE LIBRERO,CT 2739,374868.285637,3149628.84993,,Vidrio
32833,CALLE JUAN DE AGUILAR,CT 2067,374984.113159,3149809.69032,,Vidrio
32841,CALLE JUAN GARCIA ALVAREZ,CT 3290,374991.212265,3149709.55556,,Vidrio
32864,CALLE MANUEL GARCIA CALVERAS,CT 0076,375052.862398,3149794.3712,,Vidrio
32906,CALLE AGUSTIN ESPINOSA GARCIA,CT 0078,375543.821635,3149539.92429,,Vidrio
40175,CALLE MARIA JIMENEZ,CT 3294,379936.501996,3152796.22687,,Vidrio
40175,CALLE MARIA JIMENEZ,CT 1226,379980.964819,3152555.60453,,Vidrio
40175,CALLE MARIA JIMENEZ,CT 3279,379936.575555,3152724.85974,,Vidrio
40175,CALLE MARIA JIMENEZ,CT 3307,379969.516246,3152962.19146,,Vidrio
40337,CALLE DIQUE,CT 3336,383386.997239,3153631.40467,,Vidrio
40337,CALLE DIQUE,CT 3332,383463.219221,3153682.9666,,Vidrio
40635,AVENIDA PEDRO SCHWARTZ,CT 2547,383457.614664,3153736.02307,,Vidrio
40781,CALLE LA ASOMADITA,CT 1266,370923.888007,3146876.88703,,Vidrio
40821,CARRETERA LOS CAMPITOS,CT 2037,376323.41579,3151703.7166,,Vidrio
40821,CARRETERA LOS CAMPITOS,CT 0098,375947.644675,3149943.52475,,Vidrio
42352,CALLE ELISA GONZALEZ DE CHAVEZ,CT 3301,375785.293205,3148531.16579,,Vidrio
42352,CALLE ELISA GONZALEZ DE CHAVEZ,CT 0351,375618.584822,3148736.30664,,Vidrio
42352,CALLE ELISA GONZALEZ DE CHAVEZ,CT 2039,375742.258724,3148582.74176,,Vidrio
42402,CALLE FRANCISCO MARIA DE LEON,CT 2582,375557.789334,3148573.40561,,Vidrio
42785,CALLE FELIPE RAVINA Y CASTRO,CT 2318,375292.488858,3148077.67772,,Vidrio
42793,CALLE GANDHI,CT 2319,375074.284752,3148159.50426,,Vidrio
42793,CALLE GANDHI,CT 2522,374983.864558,3148056.3804,,Vidrio
42901,CALLE FRAY LUIS DE GRANADA,CT 1282,375178.032876,3147916.80664,,Vidrio
42932,CALLE JOSE MALDONADO DUGOUR,CT 2591,375088.359956,3147719.89985,,Vidrio
42955,CALLE JUAN DE AVILA,CT 2543,375270.321257,3147721.02076,,Vidrio
42971,CALLE JUAN RAVINA MENDEZ,CT 0837,375411.556106,3148026.65597,,Vidrio
43065,CARRETERA DE HOYA FRIA,CT 2352,374889.590885,3147368.94231,,Vidrio
43065,CARRETERA DE HOYA FRIA,CT 3170,374573.666407,3146973.89428,,Vidrio
43065,CARRETERA DE HOYA FRIA,CT 2744,374321.461319,3146678.34728,,Vidrio
43177,CALLE TABURIENTE,CT 3158,374403.59708,3147751.61918,,Vidrio
43177,CALLE TABURIENTE,CT 0054,374306.825054,3147588.33974,,Vidrio
43204,CALLE MAESTRO BORGUÑO,CT 2741,374069.539466,3147773.61248,,Vidrio
43235,CALLE TOMAS DE ARMAS QUINTERO,CT 2729,374036.498636,3147646.63182,,Vidrio
43467,CALLE SANTA MARGARITA,CT 0325,373695.40055,3148249.81629,,Vidrio
43564,"CALLE SENDA ""V""",CT 2583,375278.224022,3148300.19707,,Vidrio
43684,CALLE GARA Y JONAY,CT 1294,374508.589124,3147738.16824,,Vidrio
43765,CALLE HERMANO PEDRO,CT 0057,373979.705786,3147785.99849,,Vidrio
43796,CALLE JUAN RODRIGUEZ SANTOS,CT 0563,373934.869326,3147609.64174,,Vidrio
43796,CALLE JUAN RODRIGUEZ SANTOS,CT 3186,373800.193092,3147686.03522,,Vidrio
43823,"CALLE JUAN ALBORNOZ ""SOMBRITA""",CT 2749,373866.47135,3147516.56925,,Vidrio
43823,"CALLE JUAN ALBORNOZ ""SOMBRITA""",CT 0766,373697.799136,3147618.03717,,Vidrio
43854,CALLE ELIAS BACALLADO,CT 2540,374283.326096,3148689.37626,,Vidrio
43854,CALLE ELIAS BACALLADO,CT 2085,374274.732441,3148581.76875,,Vidrio
43877,CALLE DOMINGO MADAN,CT 0371,374554.350947,3148027.26977,,Vidrio
